,Ngành,Total-M-XK,Total-YOY-XK,YOY-XK,YTD-YOY-XK,Date,Total-M-NK,Total-YOY-NK,YOY-NK,YTD-YOY-NK,Thặng dự tháng,Thặng dự từ đầu năm
141,Khu vực có vốn đầu tư NN,13353.856655011718,56488.72896601172,-4.45163252361877,1.549338714097999,2020-04-29,11500.0,46316.439497,-0.6766365356711646,2.860379926136588,1853.8566550117175,10172.289469011717
142,TỔNG TRỊ GIÁ,20000.0,59079.424374,-12.08742855331198,0.463358501408706,2020-03-27,19000.0,56264.054286,-10.066684952447886,-1.8883075983786028,1000.0,2815.3700880000033
143,Khu vực kinh tế trong nước,6159.0,18650.49903,-3.659854117236776,8.710758133790392,2020-03-27,7700.0,23081.23847,-13.967890575682247,-3.4129679600969496,-1541.0,-4430.739440000001
144,Khu vực có vốn đầu tư NN,13841.0,40428.925344,-15.38128347509526,-2.933762148398017,2020-03-27,11300.0,33182.815816,-7.199192340084153,-0.7990870416989821,2541.0,7246.109528000001
145,TỔNG TRỊ GIÁ,18600.0,36923.405484,34.04046556781665,2.402699635462625,2020-02-29,18500.0,37099.793333,26.03560315291364,2.428528379060751,100.0,-176.38784899999882
146,Khu vực kinh tế trong nước,5087.0,11411.0,39.74544801015156,6.026694541140444,2020-02-29,7450.0,15350.101222,29.73525346853441,2.699049102748475,-2363.0,-3939.1012219999993
147,Khu vực có vốn đầu tư NN,13513.0,25511.644884,32.01166705377878,0.8606151766809944,2020-02-29,11050.0,21749.692111,23.658110016691424,2.2384614518253727,2463.0,3761.952773000001
148,TỔNG TRỊ GIÁ,19000.0,19000.0,-14.33977427254544,-14.33977427254544,2020-01-29,19100.0,19100.0,-11.335105735873398,-11.335105735873398,-100.0,-100.0
149,Khu vực kinh tế trong nước,6313.0,6313.0,-11.370508805459195,-11.370508805459195,2020-01-29,8700.0,8700.0,-5.478129947885151,-5.478129947885151,-2387.0,-2387.0
150,Khu vực có vốn đầu tư NN,12687.0,12687.0,-15.74435475594784,-15.74435475594784,2020-01-29,10400.0,10400.0,-15.704597503454622,-15.704597503454622,2287.0,2287.0
151,TỔNG TRỊ GIÁ,21800.0,263451.214068,10.149097926070198,8.105911604004689,2019-12-27,22800.0,253508.012633,10.983691351646357,7.024628392824354,-1000.0,9943.201434999966
152,Khu vực kinh tế trong nước,7320.0,82099.24809999997,13.287564159698078,17.732628423857236,2019-12-27,10150.0,108013.34496,16.92433364052461,13.782245951589587,-2830.0,-25914.096860000034
153,Khu vực có vốn đầu tư NN,14480.0,181351.965968,8.6277846219363,4.247025670130711,2019-12-27,12650.0,145494.667673,6.636489026950287,2.5050820513412617,1830.0,35857.298295000015
154,TỔNG TRỊ GIÁ,22600.0,241422.907181,3.7745793768134206,7.822698525304105,2019-11-29,22500.0,232308.120973,4.522235638813555,7.388328755348311,100.0,9114.786207999976
155,Khu vực kinh tế trong nước,7446.0,74724.10664199997,25.829660362421023,18.099414079364152,2019-11-29,9700.0,98205.31891999998,14.708451819827276,13.862495784665498,-2254.0,-23481.212278000006
156,Khu vực có vốn đầu tư NN,15154.0,166698.80053900002,-4.454157504097111,3.77482567537362,2019-11-29,12800.0,134102.80205300002,-2.068041455974594,3.09553318058542,2354.0,32595.998485999997
157,TỔNG TRỊ GIÁ,22400.0,217053.302068,-0.7915939038058184,7.383372478474996,2019-10-29,22500.0,210004.042939,3.4732215098130155,7.805627095961427,-100.0,7049.259128999984
158,Khu vực kinh tế trong nước,6880.0,66626.87660899997,11.698421973059055,16.166408540111846,2019-10-29,9250.0,87901.150036,8.615447744904813,12.993900537829006,-2370.0,-21274.273427000036
159,Khu vực có vốn đầu tư NN,15520.0,150426.42545900002,-5.4770301463067455,3.903839025736161,2019-10-29,13250.0,122102.892903,0.1627365525206556,4.356140446225055,2270.0,28323.53255600002
160,TỔNG TRỊ GIÁ,23000.0,194295.871029,8.989384008133428,8.212296843299555,2019-09-28,22500.0,188423.321177,15.63270322648998,8.881215675471978,500.0,5872.5498519999965
161,Khu vực kinh tế trong nước,6880.0,59571.32506,24.44293986177432,16.361058488687362,2019-09-28,9000.0,78974.28203999998,20.780464471349205,13.998589047963762,-2120.0,-19402.956979999974
162,Khu vực có vốn đầu tư NN,16120.0,134724.545969,3.5036202029438077,4.96211938064333,2019-09-28,13500.0,109449.039137,12.437906775022142,5.465118570559298,2620.0,25275.506832
163,TỔNG TRỊ GIÁ,24500.0,169981.936074,4.505673785997402,7.279545041463749,2019-08-29,22800.0,166578.761576,7.524907129262772,8.452639617303134,1700.0,3403.1744980000076
164,Khu vực kinh tế trong nước,7337.0,52035.689033,13.9768329185668,13.946922240432327,2019-08-29,9300.0,70429.54431099999,19.0901458765059,13.917567411203152,-1963.0,-18393.855277999988
165,Khu vực có vốn đầu tư NN,17163.0,117946.247041,0.9206510945639224,4.57983233431743,2019-08-29,13500.0,96149.217265,0.7825275100453268,4.770978171168935,3663.0,21797.029775999996
166,TỔNG TRỊ GIÁ,22600.0,145133.241611,9.267736979999228,7.502948625595437,2019-07-29,22400.0,143344.147491,5.016671906980605,8.27294971646937,200.0,1789.0941199999943
167,Khu vực kinh tế trong nước,6994.0,43995.909427000006,16.39280909821734,12.150549408296117,2019-07-29,9300.0,60830.739749,14.77369373833099,12.616573693411553,-2306.0,-16834.830321999994
168,Khu vực có vốn đầu tư NN,15606.0,101137.332184,6.350075232537961,5.599289381339844,2019-07-29,13100.0,82513.407742,-0.9604904407723752,5.27936372647882,2506.0,18623.924442000003
169,TỔNG TRỊ GIÁ,21600.0,122721.385701,8.530230916973139,7.348235273131692,2019-06-28,21200.0,122754.926891,9.970463692460882,10.528764053963783,400.0,-33.541189999989
170,Khu vực kinh tế trong nước,6657.0,36821.191997000016,10.170046966042136,10.839205661997257,2019-06-28,9100.0,52536.58448799999,12.965570481663136,14.42664343346263,-2443.0,-15715.392490999977
171,Khu vực có vốn đầu tư NN,14943.0,85900.19370399999,7.81531851876845,5.918263993772527,2019-06-28,12100.0,70218.342403,7.820536648188819,7.781769439623233,2843.0,15681.851300999988
172,TỔNG TRỊ GIÁ,21500.0,100735.13294,7.481007294529448,6.689999073583053,2019-05-27,22800.0,101282.921903,8.347042769382739,10.34967282390494,-1300.0,-547.7889629999991
173,Khu vực kinh tế trong nước,6710.0,30331.165171999997,10.729706332306847,11.602351435044596,2019-05-27,10200.0,43611.047816,11.134577310277976,15.198384844963584,-3490.0,-13279.882644000001
174,Khu vực có vốn đầu tư NN,14790.0,70403.967768,6.069156530523372,4.704483026908889,2019-05-27,12600.0,57671.874087,6.190849056526275,6.945778231234925,2190.0,12732.093681000006
175,TỔNG TRỊ GIÁ,19900.0,78759.73315700001,7.539168833127533,5.8497575216947695,2019-04-29,20600.0,78049.20592400001,17.64492727347789,10.35379801834489,-700.0,710.5272330000007
176,Khu vực kinh tế trong nước,6120.0,23333.97496400001,9.758227551658024,10.4986102716136,2019-04-29,8800.0,32795.011084000005,18.509676627261868,14.361727840555844,-2680.0,-9461.036119999997
177,Khu vực có vốn đầu tư NN,13780.0,55425.758193,6.5821545732025015,4.007581783915185,2019-04-29,11800.0,45254.19484,17.008200082310253,7.62052234847053,1980.0,10171.563353000005
178,TỔNG TRỊ GIÁ,22400.0,58513.0,5.392235296538715,4.669994100645994,2019-03-29,21800.0,57976.71278,14.659870282591612,8.945964565309112,600.0,536.2872199999983
179,Khu vực kinh tế trong nước,6230.0,17056.0,7.664788330467061,9.744034083581113,2019-03-29,9100.0,24091.543398,21.718042112298438,13.3665944002433,-2870.0,-7035.543398000002
180,Khu vực có vốn đầu tư NN,16170.0,41457.420284,4.542058184572866,2.716229460946636,2019-03-29,12700.0,33885.169382,10.0857655202512,6.00703814527175,3470.0,7572.250902
181,TỔNG TRỊ GIÁ,14600.0,36675.743922,1.5554926563342093,5.851434336097412,2019-02-28,15500.0,36760.231767000005,10.44218315444077,7.475778016624204,-900.0,-84.48784500000329
182,Khu vực kinh tế trong nước,3680.0,10717.406021000004,-3.073574000655242,9.870112762356015,2019-02-28,6200.0,15288.236757,12.537651878743477,10.98770255132426,-2520.0,-4570.830735999996
183,Khu vực có vốn đầu tư NN,10920.0,25959.0,3.216709887231957,4.276712611143395,2019-02-28,9300.0,21471.99501,9.088025724838872,5.107732836227712,1620.0,4487.004990000001
184,TỔNG TRỊ GIÁ,20000.0,20000.0,-1.341478231507807,-1.341478231507807,2019-01-29,20800.0,20800.0,3.129695834529997,3.129695834529997,-800.0,-800.0
185,Khu vực kinh tế trong nước,6420.0,6420.0,7.7557201570579934,7.7557201570579934,2019-01-29,9050.0,9050.0,9.491986033824006,9.491986033824006,-2630.0,-2630.0
186,Khu vực có vốn đầu tư NN,13580.0,13580.0,-5.128001578668403,-5.128001578668403,2019-01-29,11750.0,11750.0,-1.2881557284830052,-1.2881557284830052,1830.0,1830.0
187,TỔNG TRỊ GIÁ,21000.0,244723.470426,6.476577784379998,13.762111749479743,2018-12-27,21200.0,237512.370222,5.336456812151553,11.504638554419898,-200.0,7211.100204000017
188,Khu vực kinh tế trong nước,5970.0,69200.0,3.9982042920980954,15.945290043143842,2018-12-27,8550.0,94805.275527,4.202872518393704,11.311780581161884,-2580.0,-25605.275527000005
189,Khu vực có vốn đầu tư NN,15030.0,175522.771191,7.494092888306341,12.92381333530544,2018-12-27,12650.0,142707.094695,6.116706277283043,11.633130679866738,2380.0,32815.676496
190,TỔNG TRỊ GIÁ,21600.0,223625.979819,7.807715721451117,14.44759653066805,2018-11-29,22000.0,216820.092375,12.730119440048782,12.411483672966853,-400.0,6805.887443999993
191,Khu vực kinh tế trong nước,5890.0,63241.2291,10.754015511313114,17.23617987814798,2018-11-29,8800.0,86630.18303300001,13.010945855721516,12.556754593789575,-2910.0,-23388.95393300001
192,Khu vực có vốn đầu tư NN,15710.0,160384.750719,6.743091505888373,13.384159972154832,2018-11-29,13200.0,130189.909342,12.543675924174536,12.31502597425846,2510.0,30194.841377000004
193,TỔNG TRỊ GIÁ,20800.0,200267.342367,2.281270566748944,14.20336064898305,2018-10-29,20700.0,193842.763825,13.587502384631732,11.811874875586083,100.0,6424.578542000003
194,Khu vực kinh tế trong nước,5627.18,56814.990821000014,9.30871258186366,16.842330051456372,2018-10-29,8150.0,77496.00243200001,14.52210691240458,12.022563208367616,-2522.8199999999997,-20681.011610999994
195,Khu vực có vốn đầu tư NN,15172.82,143452.351546,-0.1006627568483367,13.19084737383902,2018-10-29,12550.0,116346.761393,12.988694616807608,11.671979230299414,2622.8199999999997,27105.590152999997
196,TỔNG TRỊ GIÁ,20500.0,178914.00807,6.213026609130651,15.410366571021813,2018-09-28,19800.0,173520.856321,8.003854655608961,11.847007402799974,700.0,5393.1517490000115
197,Khu vực kinh tế trong nước,5390.0,51076.30522600001,6.512241395979771,17.477885399273745,2018-09-28,7400.0,69337.027434,9.91048419928174,11.721485922336557,-2010.0,-18260.722207999992
198,Khu vực có vốn đầu tư NN,15110.0,127837.702844,6.106697878754503,14.604514007203065,2018-09-28,12400.0,104183.828887,6.897221573460271,11.930701625529096,2710.0,23653.873957000003
199,TỔNG TRỊ GIÁ,20900.0,155411.0,,14.505585480878366,2018-08-29,21000.0,152657.0,,11.584454099520428,-100.0,2754.0
200,Khu vực kinh tế trong nước,6050.0,45109.0,,17.417957220469788,2018-08-29,8000.0,61851.0,,11.786520036358112,-1950.0,-16742.0
201,Khu vực có vốn đầu tư NN,14850.0,110302.0,,13.355770879202282,2018-08-29,13000.0,90806.0,,11.44723783471511,1850.0,19496.0
202,TỔNG TRỊ GIÁ,19500.0,133689.0,,15.338194241595149,2018-07-27,19800.0,130626.069193,,10.212830030930904,-300.0,3062.930806999997
203,Khu vực kinh tế trong nước,5848.0,39029.0,,18.67507722199697,2018-07-27,8200.0,54160.477638,,12.740026256542563,-2352.0,-15131.477637999997
204,Khu vực có vốn đầu tư NN,13652.0,94660.0,,14.01635484331642,2018-07-27,11600.0,76465.59155499999,,8.49029463714757,2052.0,18194.40844500001
205,TỔNG TRỊ GIÁ,19600.0,113929.388644,,16.001051638656705,2018-06-29,19700.0,111217.291,,10.025324882924863,-100.0,2712.0976440000086
206,Khu vực kinh tế trong nước,5935.0,33066.62183700001,,19.93440974027085,2018-06-29,8300.0,46006.961663,,12.935410049813273,-2365.0,-12940.339825999989
207,Khu vực có vốn đầu tư NN,13665.0,80862.76680699999,,14.465949656357507,2018-06-29,11400.0,65210.329337,,8.06082945451692,2265.0,15652.43746999999
208,TỔNG TRỊ GIÁ,19200.0,93090.0,,-100.0,2018-05-29,19700.0,89701.459206,,8.176363005227728,-500.0,3388.5407940000005
209,Khu vực kinh tế trong nước,5630.0,26432.0,,-100.0,2018-05-29,8300.0,36824.098976,,10.382943632818936,-2670.0,-10392.098976000001
210,Khu vực có vốn đầu tư NN,13570.0,66658.0,,-100.0,2018-05-29,11400.0,52877.36023,,6.691083061413423,2170.0,13780.639770000002
211,TỔNG TRỊ GIÁ,18200.0,73762.513209,,18.97405243040488,2018-04-27,17500.0,70370.07024999999,,10.050069012985418,700.0,3392.4429590000072
212,Khu vực kinh tế trong nước,5002.700000000001,20280.684555,,17.879715766807692,2018-04-27,6900.0,28060.590309,,11.170066953396969,-1897.2999999999993,-7779.905753999999
213,Khu vực có vốn đầu tư NN,13197.3,53481.828654,,19.39436469273781,2018-04-27,10600.0,42309.479941,,9.319625547660351,2597.2999999999993,11172.348713
214,TỔNG TRỊ GIÁ,19800.0,54309.491270000006,,22.006641767673088,2018-03-29,19000.0,53005.308094,,13.621856934370015,800.0,1304.183176000006
215,Khu vực kinh tế trong nước,5357.0,14968.29649,,18.88036091180948,2018-03-29,7500.0,21255.308094,,13.439862694034588,-2143.0,-6287.011603999999
216,Khu vực có vốn đầu tư NN,14443.0,39341.194780000005,,23.239727972620287,2018-03-29,11500.0,31750.0,,13.744021204408782,2943.0,7591.194780000005
217,TỔNG TRỊ GIÁ,13400.0,33620.27917,,22.89656920497282,2018-02-28,12500.0,32539.527243,,15.281702967324676,900.0,1080.7519270000012
218,Khu vực kinh tế trong nước,3760.0,9659.059232,,25.67495387225,2018-02-28,5000.0,13337.324344,,16.437889941715383,-1240.0,-3678.265112000001
219,Khu vực có vốn đầu tư NN,9640.0,23961.219938,,21.81100362588036,2018-02-28,7500.0,19203.0,,14.492067220021283,2140.0,4758.219937999998
220,TỔNG TRỊ GIÁ,19000.0,19000.0,33.07399847296901,33.07399847296901,2018-01-29,19300.0,19300.0,47.44887806614327,47.44887806614327,-300.0,-300.0
221,Khu vực kinh tế trong nước,5409.0,5409.0,31.58658596134967,31.58658596134967,2018-01-29,7800.0,7800.0,43.24382042054219,43.24382042054219,-2391.0,-2391.0
222,Khu vực có vốn đầu tư NN,13591.0,13591.0,33.69999999999999,33.69999999999999,2018-01-29,11500.0,11500.0,50.44437426593765,50.44437426593765,2091.0,2091.0
223,TỔNG TRỊ GIÁ,19300.0,213770.220637,,21.0608609864629,2017-12-29,19800.0,211096.230469,,20.76180897888157,-500.0,2673.9901679999894
224,Khu vực kinh tế trong nước,5200.0,58525.35340299999,,16.248079917477966,2017-12-29,8050.0,84651.425968,,16.973933451581075,-2850.0,-26126.07256500001
225,Khu vực có vốn đầu tư NN,14100.0,155244.867234,,23.0,2017-12-29,11750.0,126444.804501,,23.43782150938638,2350.0,28800.062733
226,TỔNG TRỊ GIÁ,19200.0,193749.958546,,21.07205950081156,2017-11-29,19000.0,190989.862039,,21.02836550534211,200.0,2760.0965070000093
227,Khu vực kinh tế trong nước,5004.0,53093.94451,,16.803476854270016,2017-11-29,7600.0,76487.518286,,17.94801592104558,-2596.0,-23393.573776000005
228,Khu vực có vốn đầu tư NN,14196.0,140656.014036,,22.765583050839496,2017-11-29,11400.0,114502.343753,,23.17726506952667,2796.0,26153.670283000014
229,TỔNG TRỊ GIÁ,19400.0,173721.273962,,20.70170252524832,2017-10-27,18500.0,172493.24041499998,,21.99714423262044,900.0,1228.0335470000282
230,Khu vực kinh tế trong nước,5210.0,48231.963418,,17.204677881229728,2017-10-27,6000.0,64633.84251499997,,11.558173653238285,-790.0,-16401.879096999968
231,Khu vực có vốn đầu tư NN,14190.0,125489.310544,,22.101949207889103,2017-10-27,12500.0,107859.3979,,29.244336501483588,1690.0,17629.91264400001
232,TỔNG TRỊ GIÁ,19000.0,154032.94514,,19.816759936308387,2017-09-29,18600.0,154474.707468,,23.060210767674818,400.0,-441.7623280000116
233,Khu vực kinh tế trong nước,5210.0,43174.728618,,16.811000645500783,2017-09-29,7250.0,61252.867859000005,,18.72140908739351,-2040.0,-18078.139241000004
234,Khu vực có vốn đầu tư NN,13790.0,110858.216522,,21.02965711492372,2017-09-29,11350.0,93221.839609,,26.08798307946367,2440.0,17636.376913
235,TỔNG TRỊ GIÁ,18200.0,133502.72700900002,,17.947546554426324,2017-08-29,17800.0,135627.788948,,22.27950387333217,400.0,-2125.0619389999774
236,Khu vực kinh tế trong nước,5330.0,37835.29407900003,,15.670815115718597,2017-08-29,7300.0,54240.215213,,18.37667797809021,-1970.0,-16404.921133999975
237,Khu vực có vốn đầu tư NN,12870.0,95668.0,,18.872891868520284,2017-08-29,10500.0,81387.573735,,25.026631668063544,2370.0,14280.426265000002
238,TỔNG TRỊ GIÁ,17500.0,115221.242214,,18.67622810639051,2017-07-28,17800.0,118298.358196,,24.04721219232499,-300.0,-3077.115982000003
239,Khu vực kinh tế trong nước,4940.0,32169.84900299998,,14.613254707271125,2017-07-28,7100.0,46941.008528000006,,18.404722694779664,-2160.0,-14771.159525000025
240,Khu vực có vốn đầu tư NN,12560.0,83051.39321100002,,20.328493138563573,2017-07-28,10700.0,71357.349668,,28.061743503932234,1860.0,11694.043543000022
241,TỔNG TRỊ GIÁ,17800.0,97775.314592,,18.884565320222805,2017-06-29,18000.0,100470.562515,,24.10543590289416,-200.0,-2695.2479230000026
242,Khu vực kinh tế trong nước,4800.0,26959.664915999994,,13.758399293196064,2017-06-29,7250.0,39876.510773,,18.23377538010122,-2450.0,-12916.845857000008
243,Khu vực có vốn đầu tư NN,13000.0,70815.0,,20.959645815899023,2017-06-29,10750.0,60594.051742,,28.298466216367014,2250.0,10220.948257999997
244,TỔNG TRỊ GIÁ,17200.0,79290.0,,17.42908631453082,2017-05-29,18000.0,81994.717139,,23.942609740814348,-800.0,-2704.7171390000003
245,Khu vực kinh tế trong nước,4785.0,22046.0,,13.63576537944256,2017-05-29,7100.0,32403.503165,,18.925911600192396,-2315.0,-10357.503164999998
246,Khu vực có vốn đầu tư NN,12415.0,57244.0,,18.95844397217748,2017-05-29,10900.0,49591.213974,,27.45568885512681,1515.0,7652.786026000002
247,TỔNG TRỊ GIÁ,16700.0,61338.0,,15.400000000000006,2017-04-28,17500.0,64074.0,,24.90000000000001,-800.0,-2736.0
248,Khu vực kinh tế trong nước,4604.0,17285.0,,13.700000000000005,2017-04-28,7000.0,25776.0,,24.40000000000001,-2396.0,-8491.0
249,Khu vực có vốn đầu tư NN,12096.0,44053.0,,16.099999999999994,2017-04-28,10500.0,38298.0,,25.3,1596.0,5755.0
250,TỔNG TRỊ GIÁ,16300.0,43729.0,,12.799999999999995,2017-03-29,17400.0,45632.0,,22.40000000000001,-1100.0,-1903.0
251,Khu vực kinh tế trong nước,4590.0,12331.0,,12.099999999999994,2017-03-29,6900.0,18398.0,,24.40000000000001,-2310.0,-6067.0
252,Khu vực có vốn đầu tư NN,11710.0,31398.0,,13.0,2017-03-29,10500.0,27234.0,,21.099999999999994,1210.0,4164.0
253,TỔNG TRỊ GIÁ,13000.0,27342.0,,15.400000000000006,2017-02-28,14200.0,27388.0,,19.599999999999994,-1200.0,-46.0
254,Khu vực kinh tế trong nước,3475.0,7633.0,,12.200000000000005,2017-02-28,5600.0,11114.0,,22.0,-2125.0,-3481.0
255,Khu vực có vốn đầu tư NN,9525.0,19709.0,,16.799999999999997,2017-02-28,8600.0,16274.0,,18.0,925.0,3435.0
256,TỔNG TRỊ GIÁ,14600.0,14600.0,7.599999999999994,7.599999999999994,2017-01-27,14700.0,14700.0,15.799999999999995,15.799999999999995,-100.0,-100.0
257,Khu vực kinh tế trong nước,4309.0,4309.0,2.799999999999997,2.799999999999997,2017-01-27,6200.0,6200.0,15.599999999999994,15.599999999999994,-1891.0,-1891.0
258,Khu vực có vốn đầu tư NN,10291.0,10291.0,9.700000000000005,9.700000000000005,2017-01-27,8500.0,8500.0,16.0,16.0,1791.0,1791.0
259,TỔNG TRỊ GIÁ,16000.0,175942.0,,8.599999999999994,2016-12-29,16300.0,173262.0,,4.599999999999994,-300.0,2680.0
260,Khu vực kinh tế trong nước,4682.0,50042.0,,4.799999999999997,2016-12-29,6850.0,71061.0,,4.0,-2168.0,-21019.0
261,Khu vực có vốn đầu tư NN,11318.0,125900.0,,10.200000000000005,2016-12-29,9450.0,102201.0,,5.099999999999994,1868.0,23699.0
262,TỔNG TRỊ GIÁ,15600.0,159501.0,,7.5,2016-11-29,16000.0,156655.0,,3.5,-400.0,2846.0
263,Khu vực kinh tế trong nước,4320.0,45424.0,,4.799999999999997,2016-11-29,6450.0,63824.0,,3.4000000000000057,-2130.0,-18400.0
264,Khu vực có vốn đầu tư NN,11280.0,114077.0,,8.700000000000003,2016-11-29,9550.0,92831.0,,3.5999999999999943,1730.0,21246.0
265,TỔNG TRỊ GIÁ,15500.0,144076.0,,7.200000000000003,2016-10-28,15700.0,140560.0,,2.0999999999999943,-200.0,3516.0
266,Khu vực kinh tế trong nước,4435.0,41376.0,,4.900000000000006,2016-10-28,6300.0,57341.0,,2.4000000000000057,-1865.0,-15965.0
267,Khu vực có vốn đầu tư NN,11065.0,102700.0,,8.099999999999994,2016-10-28,9400.0,83219.0,,1.9000000000000057,1665.0,19481.0
268,TỔNG TRỊ GIÁ,15000.0,128208.0,,6.700000000000003,2016-09-29,15100.0,125443.0,,1.2999999999999972,-100.0,2765.0
269,Khu vực kinh tế trong nước,4315.0,37042.0,,5.0,2016-09-29,6050.0,51424.0,,2.0,-1735.0,-14382.0
270,Khu vực có vốn đầu tư NN,10685.0,91166.0,,7.400000000000006,2016-09-29,9050.0,74019.0,,0.9000000000000057,1635.0,17147.0
271,TỔNG TRỊ GIÁ,15200.0,112190.0,,5.5,2016-08-29,15000.0,109736.0,,-0.2999999999999971,200.0,2454.0
272,Khu vực kinh tế trong nước,4536.0,32618.0,,4.0,2016-08-29,6150.0,45349.0,,0.5,-1614.0,-12731.0
273,Khu vực có vốn đầu tư NN,10664.0,79572.0,,6.099999999999994,2016-08-29,8850.0,64387.0,,-0.7999999999999972,1814.0,15185.0
274,TỔNG TRỊ GIÁ,14700.0,96832.0,,5.299999999999997,2016-07-29,14600.0,95034.0,,-0.9000000000000057,100.0,1798.0
275,Khu vực kinh tế trong nước,4267.0,27930.0,,2.4000000000000057,2016-07-29,6300.0,39637.0,,1.2000000000000028,-2033.0,-11707.0
276,Khu vực có vốn đầu tư NN,10433.0,68902.0,,6.5,2016-07-29,8300.0,55397.0,,-2.4000000000000057,2133.0,13505.0
277,TỔNG TRỊ GIÁ,14800.0,82244.309785,,5.900000000000006,2016-06-29,14900.0,80705.944826,,-0.5077430298443204,-100.0,1538.3649589999986
278,Khu vực kinh tế trong nước,4287.0,23680.0,,3.299999999999997,2016-06-29,6400.0,33409.738860000005,,1.3154013866096363,-2113.0,-9729.738860000005
279,Khu vực có vốn đầu tư NN,10513.0,58564.309785000005,,6.900000000000006,2016-06-29,8500.0,47296.205966,,-1.756551904874641,2013.0,11268.103819000004
280,TỔNG TRỊ GIÁ,14600.0,67705.0,,6.599999999999994,2016-05-30,15000.0,66344.0,,-0.9000000000000057,-400.0,1361.0
281,Khu vực kinh tế trong nước,4250.0,19442.0,,3.9000000000000057,2016-05-30,6400.0,27189.0,,0.7000000000000028,-2150.0,-7747.0
282,Khu vực có vốn đầu tư NN,10350.0,48263.0,,7.700000000000003,2016-05-30,8600.0,39155.0,,-1.9000000000000057,1750.0,9108.0
283,TỔNG TRỊ GIÁ,14100.0,52869.0,,6.0,2016-04-29,14000.0,51405.0,,-1.2000000000000028,100.0,1464.0
284,Khu vực kinh tế trong nước,4120.0,15114.0,,2.9000000000000057,2016-04-29,5800.0,20717.0,,-0.7999999999999972,-1680.0,-5603.0
285,Khu vực có vốn đầu tư NN,9980.0,37755.0,,7.299999999999997,2016-04-29,8200.0,30688.0,,-1.4000000000000057,1780.0,7067.0
286,TỔNG TRỊ GIÁ,14200.0,37884.0,,4.099999999999994,2016-03-29,14100.0,37108.0,,-4.799999999999997,100.0,776.0
287,Khu vực kinh tế trong nước,4046.0,10841.0,,0.2999999999999971,2016-03-29,5650.0,14890.0,,-3.5,-1604.0,-4049.0
288,Khu vực có vốn đầu tư NN,10154.0,27043.0,,5.799999999999997,2016-03-29,8450.0,22218.0,,-5.700000000000003,1704.0,4825.0
289,TỔNG TRỊ GIÁ,10300.0,23663.0,,2.9000000000000057,2016-02-29,10200.0,22798.0,,-6.599999999999994,100.0,865.0
290,Khu vực kinh tế trong nước,2922.0,7124.0,,4.200000000000003,2016-02-29,3800.0,9221.0,,-4.799999999999997,-878.0,-2097.0
291,Khu vực có vốn đầu tư NN,7378.0,16539.0,,2.299999999999997,2016-02-29,6400.0,13577.0,,-7.700000000000003,978.0,2962.0
292,TỔNG TRỊ GIÁ,13800.0,13800.0,2.200000000000003,2.200000000000003,2016-01-29,14000.0,14000.0,-0.7718789963665103,-0.7718789963665103,-200.0,-200.0
293,Khu vực kinh tế trong nước,4055.0,4055.0,0.0,0.0,2016-01-29,5850.0,5850.0,-0.1150891529353828,-0.1150891529353828,-1795.0,-1795.0
294,Khu vực có vốn đầu tư NN,9745.0,9745.0,3.200000000000003,3.200000000000003,2016-01-29,8150.0,8150.0,-1.2380170948560618,-1.2380170948560618,1595.0,1595.0
295,TỔNG TRỊ GIÁ,14200.0,162439.0,,8.135968248055363,2015-12-29,14500.0,165609.0,,12.0,-300.0,-3170.0
296,Khu vực kinh tế trong nước,4076.0,47306.0,,-3.529954615536141,2015-12-29,6000.0,67627.0,,6.299999999999997,-1924.0,-20321.0
297,Khu vực có vốn đầu tư NN,10124.0,115133.0,,13.789926202461215,2015-12-29,8500.0,97982.0,,16.400000000000006,1624.0,17151.0
298,TỔNG TRỊ GIÁ,14300.0,148710.0,,8.299999999999997,2015-11-30,14500.0,152489.0,,13.700000000000005,-200.0,-3779.0
299,Khu vực kinh tế trong nước,4180.0,43564.0,,-2.5999999999999943,2015-11-30,5900.0,62340.0,,8.0,-1720.0,-18776.0
300,Khu vực có vốn đầu tư NN,10120.0,105146.0,,13.5,2015-11-30,8600.0,90149.0,,18.099999999999994,1520.0,14997.0
301,TỔNG TRỊ GIÁ,14400.0,134617.0,,8.5,2015-10-29,14500.0,138747.0,,14.299999999999995,-100.0,-4130.0
302,Khu vực kinh tế trong nước,4280.0,39559.0,,-3.299999999999997,2015-10-29,5800.0,56654.0,,7.799999999999997,-1520.0,-17095.0
303,Khu vực có vốn đầu tư NN,10120.0,95058.0,,14.299999999999995,2015-10-29,8700.0,82093.0,,19.3,1420.0,12965.0
304,TỔNG TRỊ GIÁ,14200.0,120698.0,,9.599999999999994,2015-09-29,14300.0,124562.0,,15.900000000000006,-100.0,-3864.0
305,Khu vực kinh tế trong nước,4090.0,35492.0,,-2.700000000000003,2015-09-29,5900.0,51264.0,,9.700000000000005,-1810.0,-15772.0
306,Khu vực có vốn đầu tư NN,10110.0,85206.0,,15.799999999999995,2015-09-29,8400.0,73298.0,,20.700000000000003,1710.0,11908.0
307,TỔNG TRỊ GIÁ,14500.0,106266.0,,9.0,2015-08-28,14600.0,109889.0,,16.400000000000006,-100.0,-3623.0
308,Khu vực kinh tế trong nước,4420.0,31657.0,,-2.5,2015-08-28,6100.0,44667.0,,7.700000000000003,-1680.0,-13010.0
